submission_date,genero,edad,donde_vivis,opinion_cuarentena,home_office,act_original,opinion_circulacion,circulacion_abierta,submitter,filepath,act_limpia,circ_limpia,Profesion
02/07/2020,Mujer,Entre 56 y 65 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,"me quede sin trabajo,con mi hijo,con paralisis cerebral,vivo sola con el,alquilo, quede absolutamente fuera del sistema",Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"creo que todavia no es el momento, mas ven las provincias donde tienen muy pocos casos.",,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['me', 'quede', 'sin', 'trabajo', 'con', 'mi', 'hijo', 'con', 'paralisis', 'cerebral', 'vivo', 'sola', 'con', 'el', 'alquilo', 'quede', 'absolutamente', 'fuera', 'del', 'sistema']","['creo', 'que', 'todavía', 'no', 'es', 'el', 'momento', 'más', 'ven', 'las', 'provincias', 'donde', 'tienen', 'muy', 'pocos', 'casos']",desempleado
02/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",soy empleada  domestica hace 13 anos mis jefes se fueron a uruguay. en avion privado! me llamaron y me dijeron cuando pase esto recien va volver a cobrar el sueldo en negro o sea me di cuenta que ni era importante para ellos .y emocionalmente de ese dia estoy con siquiatras.,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['soy', 'empleada', 'domestica', 'hace', '13', 'anos', 'mis', 'jefes', 'se', 'fueron', 'a', 'uruguay', 'en', 'avion', 'privado', 'me', 'llamaron', 'y', 'me', 'dijeron', 'cuando', 'pase', 'esto', 'recien', 'va', 'volver', 'a', 'cobrar', 'el', 'sueldo', 'en', 'negro', 'o', 'sea', 'me', 'di', 'cuenta', 'que', 'ni', 'era', 'importante', 'para', 'ellos', 'y', 'emocionalmente', 'de', 'ese', 'dia', 'estoy', 'con', 'siquiatras']",,empleada domestica
02/07/2020,Mujer,Entre 36 y 45 años,ciudad autonoma de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",pude estudiar con algunas complicaciones como fueron los cortes de luz.,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,creo que es un riesgo en provincia que aun tienen algun tipo de caso porque si llega aunque sea un caso es empezar de 0 de nuevo en esa provincia.,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['pude', 'estudiar', 'con', 'algunas', 'complicaciones', 'como', 'fueron', 'los', 'cortes', 'de', 'luz']","['creo', 'que', 'es', 'un', 'riesgo', 'en', 'provincia', 'que', 'aún', 'tienen', 'algún', 'tipo', 'de', 'caso', 'porque', 'si', 'llega', 'aunque', 'sea', 'un', 'caso', 'es', 'empezar', 'de', '0', 'de', 'nuevo', 'en', 'esa', 'provincia']",estudiante
02/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",trabaja en negro en una empresa textil por la cual no me pagan y me estoy endeudando.,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,hasta que no este la vacuna. lo considero un riesgo,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['trabaja', 'en', 'negro', 'en', 'una', 'empresa', 'textil', 'por', 'la', 'cual', 'no', 'me', 'pagan', 'y', 'me', 'estoy', 'endeudando']","['hasta', 'que', 'no', 'esté', 'la', 'vacuna', 'lo', 'considero', 'un', 'riesgo']",operario industrial
02/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",la cuarentena es una farsa.,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,el presidente tiene los peores asesores. pendientes del aborto y no de la necesidad del pueblo. despotat. antipatria.,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['la', 'cuarentena', 'es', 'una', 'farsa']","['el', 'presidente', 'tiene', 'los', 'peores', 'asesores', 'pendientes', 'del', 'aborto', 'y', 'no', 'de', 'la', 'necesidad', 'del', 'pueblo', 'despotat', 'antipatria']",
02/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",soy empleada d comercio,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,me parece q no es necesario. si no es por algo d urgencia o por haberse quedado barado.,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['soy', 'empleada', 'd', 'comercio']","['me', 'parece', 'q', 'no', 'es', 'necesario', 'si', 'no', 'es', 'por', 'algo', 'd', 'urgencia', 'o', 'por', 'haberse', 'quedado', 'barado']",comerciante
02/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,esta   mal,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,"['esta', 'mal']",
02/07/2020,Mujer,Entre 46 y 55 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",soy empleada en casa de familia hago limpiezas x horas no trabajo hace 3 meses,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,t,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['soy', 'empleada', 'en', 'casa', 'de', 'familia', 'hago', 'limpiezas', 'x', 'horas', 'no', 'trabajo', 'hace', '3', 'meses']",['t'],empleada domestica
02/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena ya no es nada necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 36 y 45 años,chaco,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",empleada publica en atea provisional,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,es necesario en circulacion esencial. deben resguardar del contagio que puede ingresar a sus provonciaz,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['empleada', 'publica', 'en', 'atea', 'provisional']","['es', 'necesario', 'en', 'circulación', 'esencial', 'deben', 'resguardar', 'del', 'contagio', 'que', 'puede', 'ingresar', 'a', 'sus', 'provonciaz']",empleado publico
02/07/2020,Mujer,Entre 36 y 45 años,santa fe,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",soy enfermera,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"considero que solos lo esencial deberia circular, las demas personas no, mas aun hasta que no cedan los contagios en provincias complicadas ",,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['soy', 'enfermera']","['considero', 'que', 'solos', 'lo', 'esencial', 'debería', 'circular', 'las', 'demás', 'personas', 'no', 'más', 'aún', 'hasta', 'que', 'no', 'cedan', 'los', 'contagios', 'en', 'provincias', 'complicadas']",enfermero
02/07/2020,Mujer,Entre 36 y 45 años,santa fe,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",docente,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,['docente'],,profesor
02/07/2020,Mujer,Entre 36 y 45 años,tucuman,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 26 y 35 años,san luis,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",venta de productos varios,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"que es peligroso, la confianza es algo que sale mal.",,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['venta', 'de', 'productos', 'varios']","['que', 'es', 'peligroso', 'la', 'confianza', 'es', 'algo', 'que', 'sale', 'mal']",comerciante
02/07/2020,Mujer,Entre 36 y 45 años,cordoba,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",administracion,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"estoy de acuerdo con todas las provincias, excepto buenos aires. y deberian cerrar las fronteras. hay camiones de chile y brasil",,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,['administracion'],"['estoy', 'de', 'acuerdo', 'con', 'todas', 'las', 'provincias', 'excepto', 'buenos', 'aires', 'y', 'deberian', 'cerrar', 'las', 'fronteras', 'hay', 'camiones', 'de', 'chile', 'y', 'brasil']",empleado administrativo
02/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",creo que la cuarentena tiene que ser bien estricta para que funcione aunque es algo muy triste lo que pasa es necesario para no seguir creciendo en los contagios,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,creo que no es el momento primero hay que controlar la pandemia,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['creo', 'que', 'la', 'cuarentena', 'tiene', 'que', 'ser', 'bien', 'estricta', 'para', 'que', 'funcione', 'aunque', 'es', 'algo', 'muy', 'triste', 'lo', 'que', 'pasa', 'es', 'necesario', 'para', 'no', 'seguir', 'creciendo', 'en', 'los', 'contagios']","['creo', 'que', 'no', 'es', 'el', 'momento', 'primero', 'hay', 'que', 'controlar', 'la', 'pandemia']",
02/07/2020,Mujer,Entre 36 y 45 años,cordoba,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online","trabajo on line , hago envios a domicilio....",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"si estoy de acuerdo,.... ya que yo trabajo haciendo envios , y tambien tendria que viajar para buscar repuestos por mi actividad. siempre con todas las precauciones necesarias, para evitar contagio.",,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['trabajo', 'on', 'line', 'hago', 'envios', 'a', 'domicilio']","['si', 'estoy', 'de', 'acuerdo', 'ya', 'que', 'yo', 'trabajo', 'haciendo', 'envíos', 'y', 'también', 'tendría', 'que', 'viajar', 'para', 'buscar', 'repuestos', 'por', 'mi', 'actividad', 'siempre', 'con', 'todas', 'las', 'precauciones', 'necesarias', 'para', 'evitar', 'contagio']",mensajeria
02/07/2020,Mujer,Entre 36 y 45 años,santa fe,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",soy comerciante. nunca deje de trabajar. mi rubro es alimenticio,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,me parece necesario. en mi caso mi familia esta en e. rios. hace mas de 4 meses que no nos vemos. necesito visitarlos...por mi salud mental!,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,comerciante,"['me', 'parece', 'necesario', 'en', 'mi', 'caso', 'mi', 'familia', 'está', 'en', 'e', 'ríos', 'hace', 'más', 'de', '4', 'meses', 'que', 'no', 'nos', 'vemos', 'necesito', 'visitarlos', 'por', 'mi', 'salud', 'mental']",comerciante
03/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",empleada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,['empleada'],,empleado administrativo
03/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
03/07/2020,Hombre,Entre 18 y 25 años,provincia de buenos aires,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
03/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",gastronomia,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,['gastronomia'],,gastronomico
03/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
03/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,si no hay circulacion de virus me parece correcto que se pueda circular libremente,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,"['si', 'no', 'hay', 'circulación', 'de', 'virus', 'me', 'parece', 'correcto', 'que', 'se', 'pueda', 'circular', 'libremente']",
03/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",empleada domestica,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,si el virus lo llevan las personas para hacer circulacion del mismo es innecesario provocar mas contagios,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,empleada domestica,"['si', 'el', 'virus', 'lo', 'llevan', 'las', 'personas', 'para', 'hacer', 'circulación', 'del', 'mismo', 'es', 'innecesario', 'provocar', 'más', 'contagios']",empleada domestica
03/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
28/06/2020,Mujer,Entre 56 y 65 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,aaf0e270-bfc4-11ea-9f59-9197db17f01d.csv,,,
28/06/2020,Mujer,Más de 66 años,la pampa,,,docente jubilada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,que puede ocasionar mas expansion del virus,,aaf0e270-bfc4-11ea-9f59-9197db17f01d.csv,"['docente', 'jubilada']","['que', 'puede', 'ocasionar', 'mas', 'expansion', 'del', 'virus']",profesor
28/06/2020,Mujer,Entre 56 y 65 años,santa fe,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",trabajo en facultad,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,que se controle mas,,aaf0e270-bfc4-11ea-9f59-9197db17f01d.csv,"['trabajo', 'en', 'facultad']","['que', 'se', 'controle', 'mas']",empleado administrativo
28/06/2020,Mujer,Más de 66 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,aaf0e270-bfc4-11ea-9f59-9197db17f01d.csv,,,
28/06/2020,Mujer,Más de 66 años,provincia de buenos aires,La cuarentena ya no es nada necesaria,No trabajo ni estudio,"realizo tejidos y huerta, esto con mi familia. ahora no podemos porque el terreno esta fuera de la ciudad.",Estoy algo de acuerdo con que se pueda volver a circular entre provincias,debemos seguir cuidandonos. con los recaudos puede ser,,aaf0e270-bfc4-11ea-9f59-9197db17f01d.csv,"['realizo', 'tejidos', 'y', 'huerta', 'esto', 'con', 'mi', 'familia', 'ahora', 'no', 'podemos', 'porque', 'el', 'terreno', 'esta', 'fuera', 'de', 'la', 'ciudad']","['debemos', 'seguir', 'cuidandonos', 'con', 'los', 'recaudos', 'puede', 'ser']",artesanias manualidades
28/06/2020,Mujer,Entre 46 y 55 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,aaf0e270-bfc4-11ea-9f59-9197db17f01d.csv,,,
28/06/2020,Mujer,Entre 56 y 65 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,modista,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"que solo se circule entre provincias y localidades fonde no circule el virus,y teniendo todos los cuidados necesarios ",,aaf0e270-bfc4-11ea-9f59-9197db17f01d.csv,modista,"['que', 'solo', 'se', 'circule', 'entre', 'provincias', 'y', 'localidades', 'fonde', 'no', 'circule', 'el', 'virus', 'y', 'teniendo', 'todos', 'los', 'cuidados', 'necesarios']",modista
28/06/2020,Mujer,Entre 56 y 65 años,neuquen,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",administracion,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,negativo,,aaf0e270-bfc4-11ea-9f59-9197db17f01d.csv,['administracion'],['negativo'],empleado administrativo
28/06/2020,Mujer,Entre 56 y 65 años,santa fe,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,jubilada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,no realizarlo ente provincias en riesgo ...bsas ..chaco...,,aaf0e270-bfc4-11ea-9f59-9197db17f01d.csv,['jubilada'],"['no', 'realizarlo', 'ente', 'provincias', 'en', 'riesgo', 'bsas', 'chaco']",jubilado
28/06/2020,Mujer,Más de 66 años,ciudad autonoma de buenos aires,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",jubilada,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,el problema todavia esta en buenos aires. preservemos a las otras.,,aaf0e270-bfc4-11ea-9f59-9197db17f01d.csv,['jubilada'],"['el', 'problema', 'todavía', 'está', 'en', 'buenos', 'aires', 'preservemos', 'a', 'las', 'otras']",jubilado
